jurisdiction,year,month,date,census_county_name,fips_state_code,fips_county_code,fips_state_county_code,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_jurisdiction,avg_felony_inmate_unsentenced,avg_felony_inmate_sentenced,avg_felony_inmate_total,avg_misdemean_inmate_unsentenced,avg_misdemean_inmate_sentenced,avg_misdemean_inmate_total,day_of_highest_count,highest_inmate_count,mental_heath_case_open_end_month,num_new_mental_health_cases,num_inmate_get_psych_meds,num_inmate_get_mental_heath_bed,num_inmates_seen_sick_call,num_doctor_occurrences,num_offsite_medical_appointment,num_dental_encounters,avg_inmate_get_sick_bed,avg_inmate_not_assign_housing,avg_own_inmate_housed_elsewhere,avg_fed_inmate_housed_contract,avg_state_inmate_housed_contract,avg_local_inmate_housed_contract,avg_inmate_wait_transport_prison,avg_inmate_in_hospital,total_num_persons_booked,tot_pretrial_release_lack_bed,tot_sentenced_release_lack_bed,total_juv_in_custody,adp_of_maximum_security_inmates,adp_of_medium_security_inmates,adp_of_minimum_security_inmates,avg_inmates_get_medical_bed,avg_inmates_get_mental_heath_bed,avg_inmate_need_reg_med_attent,avg_inmates_need_reg_ment_health
Santa Ana Police Department,2003,april,2003-04-01,Orange County,06,059,06059,275,50,13,4,342,297,11,308,28,6,34,2003-04-27,403,22,11,22,0,529,44,15,23,0,33,0,263,12,0,0,0,1198,0,0,38,NA,NA,NA,NA,NA,NA,NA
Placer Sheriff's Department,2003,april,2003-04-01,Placer County,06,061,06061,239,26,178,36,479,220,116,336,45,98,143,2003-04-05,495,72,23,59,17,494,232,20,96,2,10,NA,NA,NA,0,5,0,709,80,17,0,NA,NA,NA,NA,NA,NA,NA
Plumas Sheriff's Department,2003,april,2003-04-01,Plumas County,06,063,06063,23,7,21,4,55,22,17,39,8,8,16,2003-04-19,62,4,16,12,0,117,5,3,1,0,42,0,NA,NA,0,5,0,104,0,0,0,NA,NA,NA,NA,NA,NA,NA
Riverside Sheriff's Department,2003,april,2003-04-01,Riverside County,06,065,06065,2016,268,856,139,3279,1220,420,1640,1064,575,1639,2003-04-27,3286,884,309,596,39,1232,950,165,128,37,55,0,0,0,0,NA,0,4336,16,201,0,NA,NA,NA,NA,NA,NA,NA
Sacramento Sheriff's Department,2003,april,2003-04-01,Sacramento County,06,067,06067,1411,185,1482,222,3300,990,1056,2046,606,648,1254,2003-04-13,3790,741,487,377,15,4332,1880,120,911,9,55,0,397,428,0,70,1,5188,0,0,0,NA,NA,NA,NA,NA,NA,NA
San Benito Sheriff's Department,2003,april,2003-04-01,San Benito County,06,069,06069,45,4,46,3,98,41,28,69,8,21,29,2003-04-20,108,11,6,11,0,62,55,1,10,0,0,0,0,0,0,1,0,293,0,9,0,NA,NA,NA,NA,NA,NA,NA
San Bernardino Sheriff's Department,2003,april,2003-04-01,San Bernardino County,06,071,06071,3400,432,1175,244,5251,2195,760,2955,1637,659,2296,2003-04-12,5337,584,166,482,69,6726,2242,189,537,20,447,NA,722,NA,0,46,5,6048,2242,28,0,NA,NA,NA,NA,NA,NA,NA
San Diego Sheriff's Department,2003,april,2003-04-01,San Diego County,06,073,06073,2540,461,1509,263,4773,2678,1408,4086,323,364,687,2003-04-01,4922,931,939,NA,37,15905,3053,176,309,41,50,NA,NA,NA,0,63,1,10686,35,3060,0,NA,NA,NA,NA,NA,NA,NA
San Diego Work Furlough,2003,april,2003-04-01,San Diego County,06,073,06073,0,0,217,23,240,0,168,168,0,72,72,2003-04-25,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56,0,4,NA,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA
San Francisco Sheriff's Department,2003,april,2003-04-01,San Francisco County,06,075,06075,1333,152,367,66,1918,1441,419,1860,44,14,58,2003-04-01,2014,943,490,289,83,7552,1249,0,496,54,51,NA,0.16,NA,0,7,10,3622,0,0,0,NA,NA,NA,NA,NA,NA,NA
